id,Product/Name,Partner Store,Location/Full Location Name,Quantity
,124016-12,SMH Ortigas,SMHOR/Stock,1.00
,1324153-15,SMH Ortigas,SMHOR/Stock,1.00
,1324175-15,SMH Ortigas,SMHOR/Stock,1.00
,W22064-12,SMH Ortigas,SMHOR/Stock,1.00
,1323041-8,SMH Ortigas,SMHOR/Stock,1.00
,1323099-13,SMH Ortigas,SMHOR/Stock,1.00
,123124-7,SMH Ortigas,SMHOR/Stock,2.00
,123401-7,SMH Ortigas,SMHOR/Stock,2.00
,123402-7,SMH Ortigas,SMHOR/Stock,1.00
,123403-7,SMH Ortigas,SMHOR/Stock,2.00
,123411-12,SMH Ortigas,SMHOR/Stock,2.00
,W22033-25,SMH Ortigas,SMHOR/Stock,1.00
,D1950-7G,SMH Ortigas,SMHOR/Stock,2.00
,D21013-5N,SMH Ortigas,SMHOR/Stock,2.00
,DS1952-20,SMH Ortigas,SMHOR/Stock,2.00
,1323017-12,OH Mandurriao,OHMDR/Stock,1.00
,124153-10,SMH Las Pinas,SMHLP/Stock,1.00
,124154-10,SMH Las Pinas,SMHLP/Stock,1.00
,124102-4,SMH Las Pinas,SMHLP/Stock,1.00
,124123-8,SMH Las Pinas,SMHLP/Stock,1.00
,124124-8,SMH Las Pinas,SMHLP/Stock,1.00
,124128-10,SMH Las Pinas,SMHLP/Stock,1.00
,1324169-8,SMH Las Pinas,SMHLP/Stock,1.00
,1324175-15,SMH Las Pinas,SMHLP/Stock,1.00
,D1950-7G,SMH Las Pinas,SMHLP/Stock,1.00
,124017-12,SMH Las Pinas,SMHLP/Stock,1.00
,123401-7,SMH Las Pinas,SMHLP/Stock,1.00
,123403-7,SMH Las Pinas,SMHLP/Stock,1.00
,825003-24,SMH Las Pinas,SMHLP/Stock,1.00
,M1625-12,SMH Las Pinas,SMHLP/Stock,1.00
,M1625-19,SMH Las Pinas,SMHLP/Stock,1.00
,824042-20,SMH Las Pinas,SMHLP/Stock,1.00
,824030-20,SMH Las Pinas,SMHLP/Stock,1.00
,824034-20,SMH Las Pinas,SMHLP/Stock,1.00
,824046-20,SMH Las Pinas,SMHLP/Stock,1.00
,824049-13,SMH Las Pinas,SMHLP/Stock,1.00
,824050-20,SMH Las Pinas,SMHLP/Stock,1.00
,123428-8,OH Clark,OHCLK/Stock,1.00
,1123140-2,OH Clark,OHCLK/Stock,1.00
,1123141-1,OH Clark,OHCLK/Stock,1.00
,M1625-19,OH Clark,OHCLK/Stock,2.00
,824042-20,OH Clark,OHCLK/Stock,2.00
,1125034-1,OH Clark,OHCLK/Stock,1.00
,1223052-1,OH Megamall,OHMEG/Stock,1.00
,122044-20G,SMH Makati,SMHMK/Stock,1.00
,123324-12,SMH Makati,SMHMK/Stock,2.00
,123402-7,SMH Makati,SMHMK/Stock,2.00
,123403-7,SMH Makati,SMHMK/Stock,2.00
,123411-12,SMH Makati,SMHMK/Stock,2.00
,DS1952-20,SMH Makati,SMHMK/Stock,1.00
,D21010-5N,SMH Makati,SMHMK/Stock,2.00
,124015-12,SMH Makati,SMHMK/Stock,1.00
,124017-12,SMH Makati,SMHMK/Stock,1.00
,1324005-7,SMH Makati,SMHMK/Stock,2.00
,1324046-7,SMH Makati,SMHMK/Stock,3.00
,W22033-25,SMH Makati,SMHMK/Stock,1.00
,124016-12,SMH Makati,SMHMK/Stock,1.00
,W21359-8,SMH Makati,SMHMK/Stock,1.00
,124088-10,OH Pampanga,OHPAM/Stock,1.00
,824062-6,OH Mall of Asia,OHMOA/Stock,1.00
,D1981-15,OH Mall of Asia,OHMOA/Stock,1.00
,123379-3,OH Mall of Asia,OHMOA/Stock,1.00
,123507-4,OH Mall of Asia,OHMOA/Stock,1.00
,123092-4,OH Mall of Asia,OHMOA/Stock,1.00
,O20020-1,OH Dasma,OHDAS/Stock,1.00
,1123042-1,OH Dasma,OHDAS/Stock,1.00
,D1946-20G,OH Megamall,OHMEG/Stock,2.00
,D21063-7G,OH Megamall,OHMEG/Stock,1.00
,D1981-15,OH Megamall,OHMEG/Stock,1.00
,123376-3,OH Megamall,OHMEG/Stock,1.00
,123377-3,OH Megamall,OHMEG/Stock,1.00
,123378-3,OH Megamall,OHMEG/Stock,1.00
,123379-3,OH Megamall,OHMEG/Stock,1.00
,123092-4,OH Megamall,OHMEG/Stock,2.00
,123094-4,OH Megamall,OHMEG/Stock,1.00
,124044-15,OH Megamall,OHMEG/Stock,2.00
,824051-27,OH Megamall,OHMEG/Stock,1.00
,824052-31,OH Megamall,OHMEG/Stock,1.00
,M1952-18,OH Megamall,OHMEG/Stock,1.00
,M1954-32,OH Megamall,OHMEG/Stock,1.00
,123416-7,OH Megamall,OHMEG/Stock,1.00
,D21032-8,SMH Mall of Asia,SMHMO/Stock,1.00
,123124-7,SMH Mall of Asia,SMHMO/Stock,2.00
,123403-7,SMH Mall of Asia,SMHMO/Stock,1.00
,123411-12,SMH Mall of Asia,SMHMO/Stock,2.00
,DS1952-20,SMH Mall of Asia,SMHMO/Stock,2.00
,D21010-5N,SMH Mall of Asia,SMHMO/Stock,2.00
,D21013-5N,SMH Mall of Asia,SMHMO/Stock,2.00
,W21356-8,SMH Mall of Asia,SMHMO/Stock,1.00
,W22083-12,SMH Mall of Asia,SMHMO/Stock,1.00
,1324152-15,SMH Mall of Asia,SMHMO/Stock,1.00
,1324153-15,SMH Mall of Asia,SMHMO/Stock,1.00
,1324154-15,SMH Mall of Asia,SMHMO/Stock,1.00
,1324270-8,SMH Mall of Asia,SMHMO/Stock,1.00
,122039-8,SMH Mall of Asia,SMHMO/Stock,2.00
,123283-11,SMH Mall of Asia,SMHMO/Stock,1.00
,D1950-7G,SMH Mall of Asia,SMHMO/Stock,1.00
,1322081-8,SMH Mall of Asia,SMHMO/Stock,1.00
,D1946-20G,OH Batangas,OHBAT/Stock,1.00
,D21063-7G,OH Batangas,OHBAT/Stock,1.00
,D1971-10,OH Batangas,OHBAT/Stock,1.00
,D1981-15,OH Batangas,OHBAT/Stock,1.00
,123092-4,OH Batangas,OHBAT/Stock,2.00
,123093-4,OH Batangas,OHBAT/Stock,1.00
,D21014-10G,OH Dasma,OHDAS/Stock,1.00
,D21016-10,OH Dasma,OHDAS/Stock,1.00
,D21063-7G,OH Dasma,OHDAS/Stock,2.00
,D1971-10,OH Dasma,OHDAS/Stock,1.00
,123092-4,OH Dasma,OHDAS/Stock,2.00
,123093-4,OH Dasma,OHDAS/Stock,2.00
,123094-4,OH Dasma,OHDAS/Stock,2.00
,1324215-4,OH Dasma,OHDAS/Stock,1.00
,1324216-4,OH Dasma,OHDAS/Stock,1.00
,1324222-4,OH Dasma,OHDAS/Stock,2.00
,1324223-4,OH Dasma,OHDAS/Stock,1.00
,825003-24,OH Dasma,OHDAS/Stock,1.00
,M1625-12,OH Dasma,OHDAS/Stock,1.00
,M1625-19,OH Dasma,OHDAS/Stock,2.00
,M1653-12,OH Dasma,OHDAS/Stock,2.00
,M1909-29,OH Dasma,OHDAS/Stock,1.00
,824042-20,OH Dasma,OHDAS/Stock,1.00
,824030-20,OH Dasma,OHDAS/Stock,1.00
,824045-13,OH Dasma,OHDAS/Stock,1.00
,824046-20,OH Dasma,OHDAS/Stock,1.00
,824049-13,OH Dasma,OHDAS/Stock,1.00
,824050-20,OH Dasma,OHDAS/Stock,1.00
,123378-3,OH Lucena,OHLUC/Stock,1.00
,123379-3,OH Lucena,OHLUC/Stock,1.00
,123377-3,OH Lucena,OHLUC/Stock,1.00
,D21014-10G,OH Lucena,OHLUC/Stock,1.00
,D21023-10G,OH Lucena,OHLUC/Stock,1.00
,123445-4,OH Lucena,OHLUC/Stock,2.00
,123448-4,OH Lucena,OHLUC/Stock,1.00
,123506-4,OH Lucena,OHLUC/Stock,1.00
,123507-4,OH Lucena,OHLUC/Stock,1.00
,123093-4,OH Lucena,OHLUC/Stock,2.00
,124016-12,SMH Lipa,SMHLI/Stock,1.00
,124154-10,SMH Lipa,SMHLI/Stock,1.00
,824034-20,SMH Lipa,SMHLI/Stock,1.00
,825006-12,SMH Lipa,SMHLI/Stock,2.00
,825007-19,SMH Lipa,SMHLI/Stock,1.00
,W21359-8,SMH Lipa,SMHLI/Stock,1.00
,1323093-13,SMH Lipa,SMHLI/Stock,1.00
,1323094-13,SMH Lipa,SMHLI/Stock,1.00
,W21356-8,SMH Lipa,SMHLI/Stock,1.00
,D1950-7G,SMH Lipa,SMHLI/Stock,1.00
,1324046-7,SMH Lipa,SMHLI/Stock,1.00
,124015-12,SMH Lipa,SMHLI/Stock,0.00
,124017-12,SMH Lipa,SMHLI/Stock,0.00
,DS1952-20,SMH Lipa,SMHLI/Stock,1.00
,D21010-5N,SMH Lipa,SMHLI/Stock,2.00
,D21013-5N,SMH Lipa,SMHLI/Stock,2.00
,D21060-7N,SMH Lipa,SMHLI/Stock,1.00
,123324-12,SMH Lipa,SMHLI/Stock,0.00
,123403-7,SMH Lipa,SMHLI/Stock,1.00
,123411-12,SMH Lipa,SMHLI/Stock,1.00
,D21032-8,SMH Lipa,SMHLI/Stock,1.00
,D21033-8,SMH Lipa,SMHLI/Stock,1.00
,D20127-10,SMH North Edsa,SMHNE/Stock,1.00
,123456-6,SMH Ortigas,SMHOR/Stock,1.00
,D1941-19G,OH Urdaneta,OHURD/Stock,1.00
,D1946-20G,OH Urdaneta,OHURD/Stock,1.00
,D21014-10G,OH Urdaneta,OHURD/Stock,1.00
,D21016-10,OH Urdaneta,OHURD/Stock,1.00
,D21023-10G,OH Urdaneta,OHURD/Stock,1.00
,D21063-7G,OH Urdaneta,OHURD/Stock,2.00
,123376-3,OH Urdaneta,OHURD/Stock,1.00
,123377-3,OH Urdaneta,OHURD/Stock,1.00
,123378-3,OH Urdaneta,OHURD/Stock,1.00
,123379-3,OH Urdaneta,OHURD/Stock,1.00
,124044-15,OH Urdaneta,OHURD/Stock,1.00
,M1536-34,OH Urdaneta,OHURD/Stock,1.00
,D1971-10,OH Urdaneta,OHURD/Stock,1.00
,D1981-15,OH Urdaneta,OHURD/Stock,1.00
,124156-10,OH Sta. Rosa,OHSTR/Stock,1.00
,1324222-4,OH Sta. Rosa,OHSTR/Stock,1.00
,1324223-4,OH Sta. Rosa,OHSTR/Stock,1.00
,D1971-10,OH Sta. Rosa,OHSTR/Stock,1.00
,D1981-15,OH Sta. Rosa,OHSTR/Stock,1.00
,D20001-10,OH Sta. Rosa,OHSTR/Stock,1.00
,D1946-20G,OH Sta. Rosa,OHSTR/Stock,1.00
,D21063-7G,OH Sta. Rosa,OHSTR/Stock,1.00
,1123039-1,OH Sta. Rosa,OHSTR/Stock,1.00
,1123037-1,OH Sta. Rosa,OHSTR/Stock,1.00
,1123040-1,OH Sta. Rosa,OHSTR/Stock,1.00
,D21016-10,OH Baguio,OHBAG/Stock,1.00
,D1981-15,OH Baguio,OHBAG/Stock,1.00
,D20001-10,OH Baguio,OHBAG/Stock,1.00
,123445-4,OH Baguio,OHBAG/Stock,1.00
,123446-4,OH Baguio,OHBAG/Stock,1.00
,123447-4,OH Baguio,OHBAG/Stock,1.00
,123506-4,OH Baguio,OHBAG/Stock,1.00
,123507-4,OH Baguio,OHBAG/Stock,2.00
,123092-4,OH Baguio,OHBAG/Stock,2.00
,123093-4,OH Baguio,OHBAG/Stock,2.00
,123094-4,OH Baguio,OHBAG/Stock,2.00
,D1941-19G,OH Clark,OHCLK/Stock,1.00
,D21023-10G,OH Clark,OHCLK/Stock,1.00
,D21063-7G,OH Clark,OHCLK/Stock,2.00
,D1971-10,OH Clark,OHCLK/Stock,2.00
,D1981-15,OH Clark,OHCLK/Stock,1.00
,D20001-10,OH Clark,OHCLK/Stock,1.00
,123376-3,OH Clark,OHCLK/Stock,2.00
,123377-3,OH Clark,OHCLK/Stock,2.00
,123378-3,OH Clark,OHCLK/Stock,2.00
,123379-3,OH Clark,OHCLK/Stock,2.00
,123440-4,OH Clark,OHCLK/Stock,2.00
,123446-4,OH Clark,OHCLK/Stock,2.00
,123447-4,OH Clark,OHCLK/Stock,2.00
,123508-4,OH Clark,OHCLK/Stock,2.00
,123092-4,OH Clark,OHCLK/Stock,2.00
,123093-4,OH Clark,OHCLK/Stock,2.00
,123094-4,OH Clark,OHCLK/Stock,2.00
,124042-16,OH Clark,OHCLK/Stock,2.00
,124044-15,OH Clark,OHCLK/Stock,1.00
,825006-12,SMH Cubao,SMHCU/Stock,1.00
,825007-19,SMH Cubao,SMHCU/Stock,1.00
,1324270-8,SMH Cubao,SMHCU/Stock,1.00
,1324273-8,SMH Cubao,SMHCU/Stock,1.00
,D21032-8,SMH Cubao,SMHCU/Stock,1.00
,D21033-8,SMH Cubao,SMHCU/Stock,1.00
,123324-12,SMH Cubao,SMHCU/Stock,1.00
,123411-12,SMH Cubao,SMHCU/Stock,1.00
,824029-13,SMH Cubao,SMHCU/Stock,1.00
,824030-20,SMH Cubao,SMHCU/Stock,1.00
,824033-13,SMH Cubao,SMHCU/Stock,1.00
,824045-13,SMH Cubao,SMHCU/Stock,1.00
,824046-20,SMH Cubao,SMHCU/Stock,1.00
,824049-13,SMH Cubao,SMHCU/Stock,1.00
,824050-20,SMH Cubao,SMHCU/Stock,1.00
,M1536-34,SMH Cubao,SMHCU/Stock,1.00
,M1625-19,SMH Cubao,SMHCU/Stock,1.00
,D21010-5N,SMH Cubao,SMHCU/Stock,2.00
,D21060-7N,SMH Cubao,SMHCU/Stock,1.00
,DS1952-20,SMH Cubao,SMHCU/Stock,1.00
,124015-12,SMH Cubao,SMHCU/Stock,1.00
,124017-12,SMH Cubao,SMHCU/Stock,1.00
,W21356-8,SMH Cubao,SMHCU/Stock,1.00
,124154-10,SMH Cubao,SMHCU/Stock,1.00
,1324152-15,SMH Cubao,SMHCU/Stock,1.00
,1324154-15,SMH Cubao,SMHCU/Stock,1.00
,924078-1,OH Megamall,OHMEG/Stock,2.00
,1123122-1M,OH Megamall,OHMEG/Stock,1.00
,923033-3,OH Megamall,OHMEG/Stock,1.00
,1223051-1,OH Megamall,OHMEG/Stock,1.00
,1223055-1,OH Megamall,OHMEG/Stock,1.00
,502904-10,OH Baguio,OHBAG/Stock,1.00
,5021127-10,OH Baguio,OHBAG/Stock,1.00
,123092-4,OH Davao,OHDV/Stock,1.00
,123093-4,OH Davao,OHDV/Stock,1.00
,123094-4,OH Davao,OHDV/Stock,1.00
,D1971-10,OH Davao,OHDV/Stock,1.00
,D1981-15,OH Davao,OHDV/Stock,1.00
,D20001-10,OH Davao,OHDV/Stock,1.00
,D1946-20G,OH Davao,OHDV/Stock,1.00
,D21014-10G,OH Davao,OHDV/Stock,1.00
,D21016-10,OH Davao,OHDV/Stock,1.00
,D21063-7G,OH Davao,OHDV/Stock,1.00
,1123039-1,OH Davao,OHDV/Stock,1.00
,1123041-1,OH Davao,OHDV/Stock,1.00
,1123042-1,OH Davao,OHDV/Stock,1.00
,1125035-1,OH Davao,OHDV/Stock,1.00
,824042-20,OH Davao,OHDV/Stock,1.00
,824029-13,OH Davao,OHDV/Stock,2.00
,824033-13,OH Davao,OHDV/Stock,2.00
,824034-20,OH Davao,OHDV/Stock,2.00
,824045-13,OH Davao,OHDV/Stock,2.00
,824049-13,OH Davao,OHDV/Stock,2.00
,M1536-34,OH Davao,OHDV/Stock,1.00
,M1625-12,OH Davao,OHDV/Stock,2.00
,M1653-12,OH Davao,OHDV/Stock,1.00
,1324215-4,OH Davao,OHDV/Stock,1.00
,1324217-4,OH Davao,OHDV/Stock,1.00
,1324222-4,OH Davao,OHDV/Stock,1.00
,1324223-4,OH Davao,OHDV/Stock,1.00
,124156-10,OH Davao,OHDV/Stock,1.00
,W22073-12,SMH Makati,SMHMK/Stock,1.00
,W22076-12,SMH Makati,SMHMK/Stock,1.00
,W22077-12,SMH Makati,SMHMK/Stock,1.00
,SW22084-12,SMH Makati,SMHMK/Stock,1.00
,W22127-12,SMH Makati,SMHMK/Stock,1.00
,1324179-8,SMH Makati,SMHMK/Stock,1.00
,1323104-13,SMH Makati,SMHMK/Stock,1.00
,1324152-15,SMH Makati,SMHMK/Stock,1.00
,123118-7,SMH Makati,SMHMK/Stock,1.00
,W21722-12,SMH Makati,SMHMK/Stock,1.00
,W21738-12,SMH Makati,SMHMK/Stock,1.00
,1323090-13,SMH Makati,SMHMK/Stock,1.00
,1323109-13,SMH Makati,SMHMK/Stock,1.00
,1324085-12 ,SMH Makati,SMHMK/Stock,1.00
,W22082-12,SMH Makati,SMHMK/Stock,1.00
,1324593-5,SMH Makati,SMHMK/Stock,1.00
,0523912-7-7,SMH Makati,SMHMK/Stock,2.00
,0521616-7,SMH Makati,SMHMK/Stock,1.00
,W16211-10,SMH Makati,SMHMK/Stock,1.00
,W18353-9,SMH Makati,SMHMK/Stock,2.00
,0373116-6,SMH Makati,SMHMK/Stock,2.00
,0373117-6,SMH Makati,SMHMK/Stock,1.00
,RW15342-6,SMH Makati,SMHMK/Stock,1.00
,124113-4,OH Bacolod,OHBCD/Stock,1.00
,D1941-19G,OH Mall of Asia,OHMOA/Stock,1.00
,123324-12,SMH Mandurriao,SMHMD/Stock,1.00
,123402-7,SMH Mandurriao,SMHMD/Stock,1.00
,123403-7,SMH Mandurriao,SMHMD/Stock,1.00
,123411-12,SMH Mandurriao,SMHMD/Stock,1.00
,D21060-7N,SMH Mandurriao,SMHMD/Stock,1.00
,124015-12,SMH Mandurriao,SMHMD/Stock,1.00
,124017-12,SMH Mandurriao,SMHMD/Stock,1.00
,1324005-7,SMH Mandurriao,SMHMD/Stock,1.00
,824034-20,SMH Mandurriao,SMHMD/Stock,1.00
,824046-20,SMH Mandurriao,SMHMD/Stock,1.00
,824049-13,SMH Mandurriao,SMHMD/Stock,1.00
,824050-20,SMH Mandurriao,SMHMD/Stock,1.00
,1324154-15,SMH Mandurriao,SMHMD/Stock,1.00
,1324270-8,SMH Mandurriao,SMHMD/Stock,1.00
,1324271-8,SMH Mandurriao,SMHMD/Stock,1.00
,1324274-8,SMH Mandurriao,SMHMD/Stock,1.00
,124153-10,SMH Mandurriao,SMHMD/Stock,1.00
,124154-10,SMH Mandurriao,SMHMD/Stock,1.00
,M1625-12,SMH Mandurriao,SMHMD/Stock,2.00
,M1653-12,SMH Mandurriao,SMHMD/Stock,1.00
,W22082-12,SMH Mandurriao,SMHMD/Stock,1.00
,123506-4,OH Clark,OHCLK/Stock,1.00
,M1952-18,OH Mall of Asia,OHMOA/Stock,1.00
,124156-10,OH Urdaneta,OHURD/Stock,1.00
,D1941-19G,OH North Edsa,OHNE/Stock,1.00
,D21023-10G,OH North Edsa,OHNE/Stock,1.00
,D21063-7G,OH North Edsa,OHNE/Stock,2.00
,W21359-8,SMH North Edsa,SMHNE/Stock,2.00
,W21361-8,SMH North Edsa,SMHNE/Stock,2.00
,W21363-8,SMH North Edsa,SMHNE/Stock,1.00
,1324005-7,SMH North Edsa,SMHNE/Stock,1.00
,1324154-15,SMH North Edsa,SMHNE/Stock,1.00
,1324155-15,SMH North Edsa,SMHNE/Stock,1.00
,1324167-8,SMH North Edsa,SMHNE/Stock,1.00
,1324168-8,SMH North Edsa,SMHNE/Stock,2.00
,1324169-8,SMH North Edsa,SMHNE/Stock,1.00
,1325069-12,SMH North Edsa,SMHNE/Stock,1.00
,1325071-12,SMH North Edsa,SMHNE/Stock,1.00
,1325072-12,SMH North Edsa,SMHNE/Stock,1.00
,W21694-12,SMH North Edsa,SMHNE/Stock,2.00
,1322104-13,SMH North Edsa,SMHNE/Stock,2.00
,1323055-13,SMH North Edsa,SMHNE/Stock,1.00
,1323065-13,SMH North Edsa,SMHNE/Stock,1.00
,1323120-13,SMH North Edsa,SMHNE/Stock,1.00
,1322052-8,SMH North Edsa,SMHNE/Stock,1.00
,1123039-1,OH Mall of Asia,OHMOA/Stock,1.00
,1123040-1,OH Mall of Asia,OHMOA/Stock,1.00
,924091-3,OH Mall of Asia,OHMOA/Stock,1.00
,1123122-1L,OH Mall of Asia,OHMOA/Stock,2.00
,M1625-19,OH Mall of Asia,OHMOA/Stock,2.00
,M1653-12,OH Mall of Asia,OHMOA/Stock,1.00
,923033-3,OH Mall of Asia,OHMOA/Stock,1.00
,923034-3,OH Mall of Asia,OHMOA/Stock,1.00
,1336324-18,SMH North Edsa,SMHNE/Stock,1.00
,D21033-8,SMH Ortigas,SMHOR/Stock,1.00
,825006-12,SMH Ortigas,SMHOR/Stock,2.00
,825007-19,SMH Ortigas,SMHOR/Stock,2.00
,124015-12,SMH Ortigas,SMHOR/Stock,1.00
,1323103-13,SMH Ortigas,SMHOR/Stock,1.00
,1323105-13,SMH Ortigas,SMHOR/Stock,1.00
,124154-10,SMH Ortigas,SMHOR/Stock,1.00
,1324154-15,SMH Ortigas,SMHOR/Stock,1.00
,1324271-8,SMH Ortigas,SMHOR/Stock,1.00
,1322083-8,SMH Ortigas,SMHOR/Stock,1.00
,1323098-13,SMH Ortigas,SMHOR/Stock,1.00
,1324132-20 ,SMH Ortigas,SMHOR/Stock,1.00
,1324133-20,SMH Ortigas,SMHOR/Stock,1.00
,124151-10,SMH Ortigas,SMHOR/Stock,1.00
,124152-10,SMH Ortigas,SMHOR/Stock,1.00
,124132-3,SMH Ortigas,SMHOR/Stock,1.00
,124087-10,SMH Ortigas,SMHOR/Stock,1.00
,123313-6,SMH Ortigas,SMHOR/Stock,1.00
,123314-6,SMH Ortigas,SMHOR/Stock,1.00
,123315-6,SMH Ortigas,SMHOR/Stock,1.00
