id,Product/Name,Partner Store,Location/Full Location Name,Quantity
,824025-13,SMH Clark,SMHCL/Stock,2
,824026-20,SMH Clark,SMHCL/Stock,2
,M1704-12,SMH Clark,SMHCL/Stock,2
,M1704-19,SMH Clark,SMHCL/Stock,2
,M1707-12,SMH Clark,SMHCL/Stock,2
,M1707-19,SMH Clark,SMHCL/Stock,2
,D18135-19,SMH Clark,SMHCL/Stock,2
,125026-13,SMH Clark,SMHCL/Stock,1
,123489-12,SMH Clark,SMHCL/Stock,1
,123490-12,SMH Clark,SMHCL/Stock,1
,123499-10,SMH Clark,SMHCL/Stock,1
,D21032-8,SMH Clark,SMHCL/Stock,1
,D21033-8,SMH Clark,SMHCL/Stock,1
,1322081-8,SMH Clark,SMHCL/Stock,1
,1322083-8,SMH Clark,SMHCL/Stock,1
,1324169-8,SMH Clark,SMHCL/Stock,1
,1324172-15,SMH Clark,SMHCL/Stock,1
,1324175-15,SMH Clark,SMHCL/Stock,2
,123401-7,SMH Clark,SMHCL/Stock,1
,123402-7,SMH Clark,SMHCL/Stock,1
,825006-12,SMH Clark,SMHCL/Stock,2
,825007-19,SMH Clark,SMHCL/Stock,2
,824011-11,SMH Clark,SMHCL/Stock,4
,1324153-15,SMH Clark,SMHCL/Stock,1
,124044-15,OH Mall of Asia,OHMOA/Stock,1
,123499-10,SMH North Edsa,SMHNE/Stock,1
,D21009-5N,SMH North Edsa,SMHNE/Stock,2
,D18135-19,SMH North Edsa,SMHNE/Stock,1
,125024-13,SMH North Edsa,SMHNE/Stock,1
,125026-13,SMH North Edsa,SMHNE/Stock,1
,125057-20,SMH North Edsa,SMHNE/Stock,1
,123403-7,SMH North Edsa,SMHNE/Stock,1
,124015-12,SMH North Edsa,SMHNE/Stock,1
,124165-8,SMH North Edsa,SMHNE/Stock,1
,1324048-7,SMH North Edsa,SMHNE/Stock,1
,D1950-7G,SMH North Edsa,SMHNE/Stock,2
,123324-12,SMH North Edsa,SMHNE/Stock,2
,123401-7,SMH North Edsa,SMHNE/Stock,2
,123402-7,SMH North Edsa,SMHNE/Stock,2
,D21032-8,SMH North Edsa,SMHNE/Stock,1
,D21033-8,SMH North Edsa,SMHNE/Stock,1
,M1703-19,SMH Pampanga,SMHPA/Stock,1
,124013-12,SMH Lipa,SMHLI/Stock,1
,124103-4,SMH Lipa,SMHLI/Stock,1
,1324005-7,SMH Lipa,SMHLI/Stock,1
