id,Product/Name,Partner Store,Location/Full Location Name,Quantity
,T18193-2,OH Clark,OHCLK/Stock,2
,T18196-2,OH Clark,OHCLK/Stock,1
,T18197-2,OH Clark,OHCLK/Stock,2
,T19122-4,OH Clark,OHCLK/Stock,1
,T19141-3,OH Clark,OHCLK/Stock,1
,T21133-1,OH Clark,OHCLK/Stock,1
,T21134-1,OH Clark,OHCLK/Stock,1
,TS18194-2,OH Clark,OHCLK/Stock,2
,TS19115-1,OH Clark,OHCLK/Stock,1
,W1948-10,OH Clark,OHCLK/Stock,1
,W21005-10,OH Clark,OHCLK/Stock,1
,W21035-9,OH Clark,OHCLK/Stock,1
,W21044-12,OH Clark,OHCLK/Stock,1
,W21045-12,OH Clark,OHCLK/Stock,2
,W21049-12,OH Clark,OHCLK/Stock,1
,W21162-10,OH Clark,OHCLK/Stock,1
,1175169-8PS,SMH Clark,SMHCL/Stock,1
,501363-12,SMH Clark,SMHCL/Stock,1
,D22002-6,SMH Clark,SMHCL/Stock,2
,M1511-21,SMH Clark,SMHCL/Stock,1
,M1605-13,SMH Clark,SMHCL/Stock,1
,M1724-12,SMH Clark,SMHCL/Stock,1
,M1724-19,SMH Clark,SMHCL/Stock,1
,M1919-34,SMH Clark,SMHCL/Stock,3
,SW21320-8,SMH Clark,SMHCL/Stock,1
,W19114-6,SMH Clark,SMHCL/Stock,1
,W19175-13,SMH Clark,SMHCL/Stock,1
,W19185-13,SMH Clark,SMHCL/Stock,2
,W21168-8,SMH Clark,SMHCL/Stock,1
,M1717-12,OH Dasma,OHDAS/Stock,1
,M1853-15,OH Dasma,OHDAS/Stock,1
,M1853-27,OH Dasma,OHDAS/Stock,1
,M21051-10,OH Dasma,OHDAS/Stock,1
,M21059-27,OH Cabanatuan,OHCAB/Stock,1
,T1735-1,OH Cabanatuan,OHCAB/Stock,1
,T21012-1,OH Cabanatuan,OHCAB/Stock,1
,W21044-12,OH Cabanatuan,OHCAB/Stock,1
,D20064-10,OH Urdaneta,OHURD/Stock,1
,M21021-2,OH Sta. Rosa,OHSTR/Stock,1
,M21021-3,OH Sta. Rosa,OHSTR/Stock,1
,M21059-27,OH Sta. Rosa,OHSTR/Stock,1
,SW21214-8,OH Sta. Rosa,OHSTR/Stock,1
,T18195-1,OH Sta. Rosa,OHSTR/Stock,1
,T18196-2,OH Sta. Rosa,OHSTR/Stock,1
,W21035-9,OH Sta. Rosa,OHSTR/Stock,1
,M21029-29,OH Lucena,OHLUC/Stock,1
,T21013-1,OH Lucena,OHLUC/Stock,1
,W21160-6,OH Lucena,OHLUC/Stock,1
,W1915-8,SMH Lipa,SMHLI/Stock,1
,W19185-13,SMH Lipa,SMHLI/Stock,3
,D22001-8,SMH Pampanga,SMHPA/Stock,1
,M21053-23,SMH Pampanga,SMHPA/Stock,2
,W18277-10,SMH Cubao,SMHCU/Stock,1
,D20059-5,OH Pampanga,OHPAM/Stock,1
,O1802-1,OH Pampanga,OHPAM/Stock,6
,O1806-1,OH Pampanga,OHPAM/Stock,1
,O1827-1,OH Pampanga,OHPAM/Stock,4
,O20021-1,OH Pampanga,OHPAM/Stock,1
,O20022-1,OH Pampanga,OHPAM/Stock,10
,O20023-1,OH Pampanga,OHPAM/Stock,9
,O20025-1,OH Pampanga,OHPAM/Stock,5
,O20026-1,OH Pampanga,OHPAM/Stock,10
,O20031-1,OH Pampanga,OHPAM/Stock,5
,T1842-1,OH Pampanga,OHPAM/Stock,1
,T1898-1,OH Pampanga,OHPAM/Stock,1
,T21013-1,OH Pampanga,OHPAM/Stock,1
,TS19132-2,OH Pampanga,OHPAM/Stock,1
,W21720-12,OH Pampanga,OHPAM/Stock,1
,1086027-10WH,OH Cebu,OHCEB/Stock,1
,1086028-10BK,OH Cebu,OHCEB/Stock,1
,1621858-6,OH Cebu,OHCEB/Stock,1
,17-06112-5-067,OH Cebu,OHCEB/Stock,1
,707203-5BK,OH Cebu,OHCEB/Stock,1
,D1645-6,OH Cebu,OHCEB/Stock,1
,D19126-15,OH Cebu,OHCEB/Stock,1
,D20043-10,OH Cebu,OHCEB/Stock,1
,M1653-12,OH Cebu,OHCEB/Stock,1
,M1853-15,OH Cebu,OHCEB/Stock,3
,M1853-22,OH Cebu,OHCEB/Stock,1
,SW21193-8,OH Cebu,OHCEB/Stock,1
,SW21194-8,OH Cebu,OHCEB/Stock,1
,SW21196-8,OH Cebu,OHCEB/Stock,1
,SW21197-8,OH Cebu,OHCEB/Stock,1
,W15232-11,OH Cebu,OHCEB/Stock,1
,W16195-10,OH Cebu,OHCEB/Stock,2
,W16199-10,OH Cebu,OHCEB/Stock,1
,W16211-10,OH Cebu,OHCEB/Stock,2
,W16255-6,OH Cebu,OHCEB/Stock,1
,W18254-10N,OH Cebu,OHCEB/Stock,1
,W18255-10N,OH Cebu,OHCEB/Stock,1
,W19202-13,OH Cebu,OHCEB/Stock,1
,W1981-16,OH Cebu,OHCEB/Stock,2
,W21081-7,OH Cebu,OHCEB/Stock,1
,W21082-7,OH Cebu,OHCEB/Stock,1
,W21160-6,OH Cebu,OHCEB/Stock,1
,W21538-7,OH Cebu,OHCEB/Stock,1
,W18161-11,OH Davao,OHDV/Stock,2
,M1703-12,OH Lanang,OHLAN/Stock,3
,O1803-1,OH Lanang,OHLAN/Stock,3
,O20019-1,OH Lanang,OHLAN/Stock,1
,O20022-1,OH Lanang,OHLAN/Stock,3
,O20029-1,OH Lanang,OHLAN/Stock,3
,W21160-6,OH Lanang,OHLAN/Stock,1
,W21720-12,OH Lanang,OHLAN/Stock,1
,C21003-4,OH Mandurriao,OHMDR/Stock,2
,D18156-14,OH Mandurriao,OHMDR/Stock,3
,D20064-10,OH Mandurriao,OHMDR/Stock,1
,M1512-21,OH Mandurriao,OHMDR/Stock,1
,M21021-2,OH Mandurriao,OHMDR/Stock,1
,M21021-3,OH Mandurriao,OHMDR/Stock,1
,M21021-4,OH Mandurriao,OHMDR/Stock,1
,W21064-7,OH Mandurriao,OHMDR/Stock,1
,W21082-7,OH Mandurriao,OHMDR/Stock,1
,W21434-8,OH Mandurriao,OHMDR/Stock,1
,W21738-12,OH Mandurriao,OHMDR/Stock,1
,5011157-39,SMH Mandurriao,SMHMD/Stock,1
,BM1913-19,SMH Mandurriao,SMHMD/Stock,1
,D18119-10,SMH Mandurriao,SMHMD/Stock,2
,D18163-10,SMH Mandurriao,SMHMD/Stock,1
,D19136-4,SMH Mandurriao,SMHMD/Stock,1
,D1942-15,SMH Mandurriao,SMHMD/Stock,1
,M21053-23,SMH Mandurriao,SMHMD/Stock,2
,M22004-6,SMH Mandurriao,SMHMD/Stock,1
,RM250,SMH Mandurriao,SMHMD/Stock,5
,RW16312-10,SMH Mandurriao,SMHMD/Stock,2
,W19185-13,SMH Mandurriao,SMHMD/Stock,1
,W21490-8,SMH Mandurriao,SMHMD/Stock,1
,0373905-7,SMH Davao,SMHDV/Stock,1
,RM250,SMH Davao,SMHDV/Stock,3
,W19112-6,SMH Davao,SMHDV/Stock,1
,W19170-13,SMH Davao,SMHDV/Stock,1
,W19175-13,SMH Davao,SMHDV/Stock,2
,W19215-16,SMH Davao,SMHDV/Stock,1
,W19217-16,SMH Davao,SMHDV/Stock,3
,M1705-12,SMH Las Pinas,SMHLP/Stock,1
,W19173-13,SMH Las Pinas,SMHLP/Stock,2
,W21119-8,SMH Ortigas,SMHOR/Stock,1
,W21121-8,SMH Ortigas,SMHOR/Stock,1
,SW21712-12,OH Lucena,OHLUC/Stock,1
,T19133-2,OH Urdaneta,OHURD/Stock,1
,W22062-12,SMH Las Pinas,SMHLP/Stock,1
,W22066-12,SMH Las Pinas,SMHLP/Stock,1
,W21005-10,OH Lanang,OHLAN/Stock,2
,122009-8,SMH Ortigas,SMHOR/Stock,0
,W21119-8,SMH Pampanga,SMHPA/Stock,1
,W21121-8,SMH Pampanga,SMHPA/Stock,1
,W21122-8,SMH Pampanga,SMHPA/Stock,1
,W19182-13,SMH Pampanga,SMHPA/Stock,1
,D1987-12,SMH Cebu,SMHCE/Stock,3
,W21120-8,SMH Cebu,SMHCE/Stock,1
,W21122-8,SMH Cebu,SMHCE/Stock,1
,W22066-12,SMH Cebu,SMHCE/Stock,1
,1177136-8,OH Bacolod,OHBCD/Stock,1
,D1798-6BL,OH Bacolod,OHBCD/Stock,1
,D20106-17,OH Bacolod,OHBCD/Stock,1
,M21051-10,OH Bacolod,OHBCD/Stock,1
,SW21289-8,OH Bacolod,OHBCD/Stock,1
,SW21344-8,OH Bacolod,OHBCD/Stock,1
,SW21345-8,OH Bacolod,OHBCD/Stock,1
,W18298-8,OH Bacolod,OHBCD/Stock,1
,M21029-29,OH Dasma,OHDAS/Stock,1
,M21053-23,OH Dasma,OHDAS/Stock,1
,D20071-17,OH Cabanatuan,OHCAB/Stock,1
,W21005-10,OH Dasma,OHDAS/Stock,1
,W21119-8,SMH Mandurriao,SMHMD/Stock,2
,W21120-8,SMH Mandurriao,SMHMD/Stock,2
,W21121-8,SMH Mandurriao,SMHMD/Stock,2
,W21122-8,SMH Mandurriao,SMHMD/Stock,1
,122007-8,SMH Mandurriao,SMHMD/Stock,1
,122009-8,SMH Mandurriao,SMHMD/Stock,2
,D18118-10,SMH Mandurriao,SMHMD/Stock,1
,D1951-10,SMH Mandurriao,SMHMD/Stock,1
,122009-8,SMH Davao,SMHDV/Stock,2
,122010-8,SMH Davao,SMHDV/Stock,1
,W21120-8,SMH Davao,SMHDV/Stock,1
,D1987-12,SMH Davao,SMHDV/Stock,1
,D1948-7G,SMH Davao,SMHDV/Stock,1
,D1988-12,SMH Davao,SMHDV/Stock,1
,1086030-10BK,SMH Aura,SMHAU/Stock,1
,D20056-13,OH Bacoor,OHBCR/Stock,1
,C1912-4,OH Clark,OHCLK/Stock,3
,D16617-10,OH Cabanatuan,OHCAB/Stock,1
,D18156-14,OH Dasma,OHDAS/Stock,1
,M1657-12,SMH Mall of Asia,SMHMO/Stock,2
,M1657-12,OH Cebu,OHCEB/Stock,1
,D20041-6,OH Cebu,OHCEB/Stock,1
,1175379-10,OH Bacoor,OHBCR/Stock,1
,D17215-6,OH Bacoor,OHBCR/Stock,1
,SW21308-8,OH Bacoor,OHBCR/Stock,1
,SW21309-8,OH Bacoor,OHBCR/Stock,1
,W18257-10,OH Bacoor,OHBCR/Stock,1
,W18298-8,OH Bacoor,OHBCR/Stock,1
,M1657-12,OH Lanang,OHLAN/Stock,1
,D18118-10,SMH Makati,SMHMK/Stock,2
,D1833-11,SMH Makati,SMHMK/Stock,1
,M21059-27,SMH Clark,SMHCL/Stock,2
,M1852-27,SMH Clark,SMHCL/Stock,1
,W22107-8,SMH Cubao,SMHCU/Stock,2
,W1959-16,OH Clark,OHCLK/Stock,1
,W22108-8,SMH Pampanga,SMHPA/Stock,1
,M21059-27,OH Pampanga,OHPAM/Stock,1
,W22121-12,SMH Makati,SMHMK/Stock,1
,W22107-8,SMH Ortigas,SMHOR/Stock,0
,C22002-4,OH Clark,OHCLK/Stock,1
,W22120-12,SMH Clark,SMHCL/Stock,1
,W22121-12,SMH Clark,SMHCL/Stock,1
,W22122-12,SMH Clark,SMHCL/Stock,2
,W22121-12,SMH North Edsa,SMHNE/Stock,1
,C22003-3,OH North Edsa,OHNE/Stock,1
,SW21701-8,SMH Lipa,SMHLI/Stock,1
,W22122-12,SMH Lipa,SMHLI/Stock,2
,M1630-12,SMH Cebu,SMHCE/Stock,2
,M1631-12,SMH Cebu,SMHCE/Stock,1
,M1701-19,SMH Cebu,SMHCE/Stock,3
,M1705-12,SMH Cebu,SMHCE/Stock,1
,M1722-12,SMH Cebu,SMHCE/Stock,2
,M21053-23,SMH Cebu,SMHCE/Stock,3
,W21005-10,SMH Cebu,SMHCE/Stock,1
,W22121-12,SMH Cubao,SMHCU/Stock,1
,W22122-12,SMH Mall of Asia,SMHMO/Stock,1
,W22107-8,SMH Davao,SMHDV/Stock,1
,D18214-11,SMH Davao,SMHDV/Stock,2
,D18292-8,SMH Davao,SMHDV/Stock,2
,D1828-11,SMH Davao,SMHDV/Stock,1
,D18282-13,SMH Davao,SMHDV/Stock,1
,D21002-9,SMH Davao,SMHDV/Stock,1
,D1833-11,SMH Davao,SMHDV/Stock,1
,D21001-13,SMH Davao,SMHDV/Stock,1
,D1908-16,SMH Davao,SMHDV/Stock,2
,D20042-12,SMH Davao,SMHDV/Stock,1
,D18214-11,SMH Cebu,SMHCE/Stock,2
,D18292-8,SMH Cebu,SMHCE/Stock,2
,W22121-12,SMH Cebu,SMHCE/Stock,1
,W22107-8,SMH Cebu,SMHCE/Stock,2
,122031-5,OH Cebu,OHCEB/Stock,1
,D20096-6,SMH Mandurriao,SMHMD/Stock,1
,D20097-6,SMH Mandurriao,SMHMD/Stock,1
,SW21541-6,SMH Mandurriao,SMHMD/Stock,1
,SW22013-8,SMH Mandurriao,SMHMD/Stock,1
,D18214-11,SMH Mandurriao,SMHMD/Stock,2
,D18292-8,SMH Mandurriao,SMHMD/Stock,2
,D21002-9,SMH Mandurriao,SMHMD/Stock,2
,D1833-11,SMH Mandurriao,SMHMD/Stock,2
,D1908-16,SMH Mandurriao,SMHMD/Stock,1
,W19216-16,SMH North Edsa,SMHNE/Stock,1
,W21534-7,OH Davao,OHDV/Stock,1
,D21061-12N,SMH Makati,SMHMK/Stock,1
,D18143-8,SMH Makati,SMHMK/Stock,2
,W21363-8,OH Megamall,OHMEG/Stock,3
,W21407-8,OH North Edsa,OHNE/Stock,1
,W21355-8,SMH North Edsa,SMHNE/Stock,1
,W21355-8,SMH Cubao,SMHCU/Stock,2
,D18292-8,SMH Mall of Asia,SMHMO/Stock,1
,T21115-1,OH Lanang,OHLAN/Stock,1
,W21423-8,SMH Lipa,SMHLI/Stock,1
,D1967-6,SMH Davao,SMHDV/Stock,1
,D18152-10,SMH Davao,SMHDV/Stock,1
,W21423-8,SMH Las Pinas,SMHLP/Stock,1
,SW21421-8,SMH Las Pinas,SMHLP/Stock,1
,SW22088-12,SMH North Edsa,SMHNE/Stock,1
,122002-10,OH Mandurriao,OHMDR/Stock,1
,W21430-8,OH Cebu,OHCEB/Stock,1
,W21434-8,OH Cebu,OHCEB/Stock,1
,M21052-16,OH Clark,OHCLK/Stock,1
,W21044-12,OH Fairview,OHFV/Stock,1
,W21045-12,OH Fairview,OHFV/Stock,1
,122008-8,SMH North Edsa,SMHNE/Stock,1
,M1703-19,SMH North Edsa,SMHNE/Stock,3
,M1703-12,SMH Ortigas,SMHOR/Stock,3
,W21011-6,OH Lanang,OHLAN/Stock,2
,M1703-12,SMH Las Pinas,SMHLP/Stock,2
,M1708-12,SMH Las Pinas,SMHLP/Stock,1
,M1919-29,SMH Las Pinas,SMHLP/Stock,1
,122008-8,SMH Clark,SMHCL/Stock,1
,122014-8,SMH Clark,SMHCL/Stock,1
,M1919-29,SMH Clark,SMHCL/Stock,1
,W22076-12,SMH Cubao,SMHCU/Stock,1
,122014-8,SMH Cubao,SMHCU/Stock,1
,M1703-19,SMH Cubao,SMHCU/Stock,1
,M1705-19,SMH Cubao,SMHCU/Stock,2
,M1708-12,SMH Makati,SMHMK/Stock,1
,M1708-19,SMH Makati,SMHMK/Stock,1
,W22032-25,SMH Makati,SMHMK/Stock,1
,W22035-25,SMH Makati,SMHMK/Stock,1
,W21400-8,OH Cabanatuan,OHCAB/Stock,1
,122008-8,SMH Pampanga,SMHPA/Stock,1
,M1703-19,SMH Pampanga,SMHPA/Stock,3
,M1703-12,SMH Mall of Asia,SMHMO/Stock,4
,M1708-19,SMH Mall of Asia,SMHMO/Stock,2
,D1950-7G,SMH Ortigas,SMHOR/Stock,1
,W19185-13,SMH North Edsa,SMHNE/Stock,1
,W21689-12,OH Dasma,OHDAS/Stock,2
,W21690-12,OH Dasma,OHDAS/Stock,1
,T21013-1,OH Cebu,OHCEB/Stock,1
,W22073-12,SMH Las Pinas,SMHLP/Stock,2
,W22074-12,SMH Las Pinas,SMHLP/Stock,1
,W22075-12,SMH Las Pinas,SMHLP/Stock,2
,W22076-12,SMH Las Pinas,SMHLP/Stock,2
,W22077-12,SMH Las Pinas,SMHLP/Stock,2
,D21010-5N,SMH Las Pinas,SMHLP/Stock,3
,W19185-13,SMH Las Pinas,SMHLP/Stock,1
,W22075-12,SMH Cebu,SMHCE/Stock,1
,W22076-12,SMH Cebu,SMHCE/Stock,1
,W22077-12,SMH Cebu,SMHCE/Stock,1
,W22100-8,SMH Lipa,SMHLI/Stock,2
,W22101-8,SMH Lipa,SMHLI/Stock,1
,W22102-8,SMH Lipa,SMHLI/Stock,1
,W19131-8C,SMH Lipa,SMHLI/Stock,1
,D19125-15,OH Urdaneta,OHURD/Stock,1
,D19126-15,OH Urdaneta,OHURD/Stock,1
,1322072-8,OH Mall of Asia,OHMOA/Stock,1
,W21388-8,OH Mandurriao,OHMDR/Stock,1
,W21389-8,OH Mandurriao,OHMDR/Stock,1
,W21392-8,OH Mandurriao,OHMDR/Stock,2
,W21393-8,OH Mandurriao,OHMDR/Stock,2
,W21435-8,OH Mandurriao,OHMDR/Stock,1
,1322095-9,OH Mandurriao,OHMDR/Stock,1
,1322071-8,OH Mandurriao,OHMDR/Stock,2
,1322072-8,OH Mandurriao,OHMDR/Stock,2
,1322071-8,OH Bacoor,OHBCR/Stock,1
,1322072-8,OH Bacoor,OHBCR/Stock,1
,1322071-8,OH Bacolod,OHBCD/Stock,1
,1322047-8,OH Pampanga,OHPAM/Stock,1
,1322043-8,OH Pampanga,OHPAM/Stock,1
,1322045-8,OH Pampanga,OHPAM/Stock,2
,1322049-8,OH Pampanga,OHPAM/Stock,2
,1322050-8,OH Pampanga,OHPAM/Stock,1
,W21719-8,OH Pampanga,OHPAM/Stock,2
,W21683-8,OH Pampanga,OHPAM/Stock,1
,1322071-8,OH Pampanga,OHPAM/Stock,2
,1322072-8,OH Pampanga,OHPAM/Stock,2
,1322075-8,OH Pampanga,OHPAM/Stock,1
,1322076-8,OH Pampanga,OHPAM/Stock,1
,1322077-8,OH Pampanga,OHPAM/Stock,2
,1322078-8,OH Pampanga,OHPAM/Stock,2
,1322084-8,OH Pampanga,OHPAM/Stock,1
,W22101-8,SMH Pampanga,SMHPA/Stock,2
,W21389-8,OH Lanang,OHLAN/Stock,1
,1322071-8,OH Batangas,OHBAT/Stock,1
,1322072-8,OH Batangas,OHBAT/Stock,1
,1322075-8,OH Batangas,OHBAT/Stock,1
,1322077-8,OH Batangas,OHBAT/Stock,1
,1322086-8,OH Batangas,OHBAT/Stock,2
,1322043-8,OH Batangas,OHBAT/Stock,1
,1322049-8,OH Batangas,OHBAT/Stock,1
,1322097-10,OH Clark,OHCLK/Stock,1
,M1708-19,OH Pampanga,OHPAM/Stock,1
,T21114-1,OH Pampanga,OHPAM/Stock,3
,T21067-1,OH Pampanga,OHPAM/Stock,2
,1322075-8,OH Dasma,OHDAS/Stock,1
,M21012-19,SMH North Edsa,SMHNE/Stock,1
,W21491-8,OH Cabanatuan,OHCAB/Stock,1
,C1802-5,OH Clark,OHCLK/Stock,1
,D18198-13,OH Clark,OHCLK/Stock,1
,D20071-17,OH Clark,OHCLK/Stock,1
,O21003-1,OH Clark,OHCLK/Stock,1
,W21043-12,OH Clark,OHCLK/Stock,1
,W21034-9,OH Sta. Rosa,OHSTR/Stock,1
,D22001-8,OH Cebu,OHCEB/Stock,2
,W22064-12,SMH Lipa,SMHLI/Stock,2
,1322025-9,SMH Lipa,SMHLI/Stock,1
,1322026-9,SMH Lipa,SMHLI/Stock,2
,1322027-9,SMH Lipa,SMHLI/Stock,1
,W22096-8,SMH Lipa,SMHLI/Stock,1
,W22097-8,SMH Lipa,SMHLI/Stock,1
,1322042-8,SMH Lipa,SMHLI/Stock,1
,RW16318-6,OH Mandurriao,OHMDR/Stock,3
,D18135-19,SMH Davao,SMHDV/Stock,1
,122008-8,SMH Davao,SMHDV/Stock,1
,122014-8,SMH Davao,SMHDV/Stock,1
,M1705-12,SMH Davao,SMHDV/Stock,2
,W22034-25,SMH Davao,SMHDV/Stock,1
,0373149-12N3,OH Mandurriao,OHMDR/Stock,1
,1177054-8,OH Mandurriao,OHMDR/Stock,1
,501684-29,OH Mandurriao,OHMDR/Stock,1
,501868-10,OH Mandurriao,OHMDR/Stock,1
,502904-10,OH Mandurriao,OHMDR/Stock,1
,502905-10,OH Mandurriao,OHMDR/Stock,1
,D18185-13,OH Mandurriao,OHMDR/Stock,1
,M1536-34,OH Mandurriao,OHMDR/Stock,1
,M1767-12,OH Mandurriao,OHMDR/Stock,1
,M1769-12,OH Mandurriao,OHMDR/Stock,1
,M1853-22,OH Mandurriao,OHMDR/Stock,1
,M1853-27,OH Mandurriao,OHMDR/Stock,1
,M21022-10,OH Mandurriao,OHMDR/Stock,1
,W16493-13,OH Mandurriao,OHMDR/Stock,1
,W17235-8,OH Mandurriao,OHMDR/Stock,1
,W18297-8,OH Mandurriao,OHMDR/Stock,1
,W18353-9,OH Mandurriao,OHMDR/Stock,1
,W18364-10,OH Mandurriao,OHMDR/Stock,1
,W21043-12,OH Mandurriao,OHMDR/Stock,1
,174779-19,SMH Mandurriao,SMHMD/Stock,1
,501474-34N,SMH Mandurriao,SMHMD/Stock,1
,501534-34,SMH Mandurriao,SMHMD/Stock,2
,501535-24,SMH Mandurriao,SMHMD/Stock,1
,501749-18,SMH Mandurriao,SMHMD/Stock,1
,501780-19,SMH Mandurriao,SMHMD/Stock,1
,501796-20,SMH Mandurriao,SMHMD/Stock,1
,D18162-10,SMH Mandurriao,SMHMD/Stock,1
,D18247-10,SMH Mandurriao,SMHMD/Stock,1
,M1531-22,SMH Mandurriao,SMHMD/Stock,1
,M1540-36,SMH Mandurriao,SMHMD/Stock,2
,M1638-34,SMH Mandurriao,SMHMD/Stock,1
,M21052-16,SMH Mandurriao,SMHMD/Stock,2
,RW19116-8,SMH Mandurriao,SMHMD/Stock,1
,W1614-10,SMH Mandurriao,SMHMD/Stock,1
,W18308-8,SMH Mandurriao,SMHMD/Stock,1
,W19113-6,SMH Mandurriao,SMHMD/Stock,1
,W1918-8,SMH Mandurriao,SMHMD/Stock,1
,W1921-8,SMH Mandurriao,SMHMD/Stock,1
,W1975-4,SMH Mandurriao,SMHMD/Stock,1
,W21552-6,SMH Mandurriao,SMHMD/Stock,1
,0524220-12,SMH Cebu,SMHCE/Stock,2
,0553491-6,SMH Cebu,SMHCE/Stock,2
,1305355-10,SMH Cebu,SMHCE/Stock,1
,1305377-10,SMH Cebu,SMHCE/Stock,1
,D16287-8,SMH Cebu,SMHCE/Stock,1
,D16642-13,SMH Cebu,SMHCE/Stock,1
,D16648-13,SMH Cebu,SMHCE/Stock,1
,D16650-10,SMH Cebu,SMHCE/Stock,1
,D16652-13,SMH Cebu,SMHCE/Stock,1
,D17239-10,SMH Cebu,SMHCE/Stock,2
,D1727-11,SMH Cebu,SMHCE/Stock,1
,D18227-5,SMH Cebu,SMHCE/Stock,1
,D1993-12,SMH Cebu,SMHCE/Stock,1
,M1717-12,SMH Cebu,SMHCE/Stock,2
,M21012-19,SMH Cebu,SMHCE/Stock,1
,SW21296-8,SMH Cebu,SMHCE/Stock,1
,W16319-10,SMH Cebu,SMHCE/Stock,2
,W17239-9,SMH Cebu,SMHCE/Stock,1
,W18254-10,SMH Cebu,SMHCE/Stock,1
,W18294-15,SMH Cebu,SMHCE/Stock,2
,W19113-6,SMH Cebu,SMHCE/Stock,1
,W19114-6,SMH Cebu,SMHCE/Stock,1
,W19177-13,SMH Cebu,SMHCE/Stock,3
,W1963-12,SMH Cebu,SMHCE/Stock,1
,W1974-5,SMH Cebu,SMHCE/Stock,13
,W1975-4,SMH Cebu,SMHCE/Stock,15
